"NumEnr"|"Référence"|"Tare"|"Commentaires"|"Date_Création"|"Date_Modification"|"Clos"|"Stockage"|"Article"
"506"|"a1126"|"55232"|""|"11/08/2006 14:38:53"|"11/08/2006 14:39:04"|"0"|"veg-5"|"781"
"507"|"O1a1"|"10206"|"Stock miroir"|"11/08/2006 14:38:54"|"28/06/2010 09:13:33"|"0"|"2B-A11"|"781"
"508"|"a1117"|"55276"|""|"11/08/2006 14:41:14"|"11/08/2006 14:41:27"|"0"|"veg-5"|"560"
"509"|"a1129"|"55147"|""|"11/08/2006 14:44:08"|"11/08/2006 14:44:17"|"0"|"veg-1"|"773"
"510"|"O1E3"|"10265"|"Stock miroir"|"11/08/2006 14:44:09"|"28/06/2010 09:15:28"|"0"|"2B-A11"|"773"
"511"|"a1142"|"55162"|""|"11/08/2006 14:46:56"|"11/08/2006 14:47:09"|"0"|"veg-4"|"775"
"512"|"O1C3"|"10207"|"Stock miroir"|"11/08/2006 14:46:59"|"28/06/2010 09:14:32"|"0"|"2B-A11"|"775"
"513"|"a1076"|"53957"|""|"11/08/2006 14:49:32"|"11/08/2006 14:49:42"|"0"|"veg-1"|"777"
"514"|"O1C4"|"10293"|"Stock miroir"|"11/08/2006 14:49:33"|"28/06/2010 09:14:34"|"0"|"2B-A11"|"777"
"515"|"a1112"|"55246"|""|"11/08/2006 14:52:44"|"11/08/2006 14:52:54"|"0"|"veg-5"|"778"
"516"|"O2A2"|"10065"|"Stock miroir"|"11/08/2006 14:52:45"|"28/06/2010 09:15:50"|"0"|"2B-A12"|"778"
"517"|"a1135"|"55352"|""|"11/08/2006 14:57:37"|"11/08/2006 14:57:49"|"0"|"veg-5"|"779"
"518"|"O1A3"|"10142"|"Stock miroir"|"11/08/2006 14:57:38"|"28/06/2010 09:13:41"|"0"|"2B-A11"|"779"
"519"|"Y047"|"35615"|""|"11/08/2006 15:01:16"|"20/08/2010 12:14:46"|"0"|"VEG-9"|"780"
"520"|"O1E7"|"10058"|"Stock miroir"|"11/08/2006 15:01:19"|"28/06/2010 09:15:38"|"0"|"2B-A11"|"780"
"521"|"a1115"|"54469"|""|"11/08/2006 16:47:23"|"11/08/2006 16:47:34"|"0"|"veg-5"|"782"
"522"|"a1054"|"54538"|""|"11/08/2006 17:02:21"|"11/08/2006 17:02:41"|"0"|"veg-2"|"562"
"523"|"O2B2"|"10052"|"Stock miroir"|"11/08/2006 17:02:24"|"28/06/2010 09:16:28"|"0"|"2B-A12"|"562"
"524"|"a1052"|"53863"|""|"11/08/2006 17:09:36"|"11/08/2006 17:09:51"|"0"|"veg-2"|"563"
"525"|"b1029"|"30045"|""|"11/08/2006 17:12:03"|"11/08/2006 17:12:15"|"0"|"veg-6"|"790"
"526"|"b1028"|"30713"|""|"11/08/2006 17:14:58"|"11/08/2006 17:15:09"|"0"|"veg-6"|"791"
"527"|"a1073"|"53780"|""|"11/08/2006 17:17:07"|"11/08/2006 17:17:17"|"0"|"veg-1"|"796"
"528"|"O1C5"|"10027"|"Stock miroir"|"11/08/2006 17:17:08"|"28/06/2010 09:14:38"|"0"|"2B-A11"|"796"
"529"|"a1139"|"55162"|""|"11/08/2006 17:20:11"|"11/08/2006 17:20:21"|"0"|"veg-3"|"797"
"530"|"O1C6"|"10137"|"Stock miroir"|"11/08/2006 17:20:12"|"28/06/2010 09:14:41"|"0"|"2B-A11"|"797"
"531"|"a1149"|"54990"|""|"11/08/2006 17:23:05"|"11/08/2006 17:23:15"|"0"|"veg-4"|"798"
"532"|"O1C7"|"10109"|"Stock miroir"|"11/08/2006 17:23:06"|"28/06/2010 09:14:44"|"0"|"2B-A11"|"798"
"533"|"a1110"|"54809"|"Flacon vide"|"11/08/2006 17:25:42"|"06/09/2010 11:14:03"|"0"|"veg-4"|"799"
"534"|"a1105"|"54627"|""|"14/08/2006 10:58:18"|"14/08/2006 10:58:31"|"0"|"veg-4"|"800"
"535"|"O2B4"|"10101"|"Stock miroir"|"14/08/2006 10:58:19"|"28/06/2010 09:16:32"|"0"|"2B-A12"|"800"
"536"|"a1107"|"54739"|""|"14/08/2006 11:00:38"|"14/08/2006 11:00:48"|"0"|"veg-3"|"801"
"537"|"O1C8"|"10212"|"Stock miroir"|"14/08/2006 11:00:39"|"28/06/2010 09:14:47"|"0"|"2B-A11"|"801"
"538"|"a1098"|"54505"|"Flacon vide"|"14/08/2006 11:02:26"|"06/09/2010 11:08:37"|"0"|"veg-3"|"802"
"539"|"b1044"|"30805"|""|"14/08/2006 11:04:13"|"14/08/2006 11:04:25"|"0"|"veg-4"|"803"
"540"|""|"0"|""|"17/08/2006 09:22:49"|"12/03/2013 09:37:16"|"0"|"2B-B5"|"809"
"541"|""|"0"|""|"17/08/2006 09:26:33"|"06/10/2006 12:22:33"|"0"|"1AA1PF"|"587"
"542"|"SA brun"|"0"|""|"17/08/2006 09:29:11"|"28/11/2011 12:00:17"|"0"|"1AA1PF2"|"573"
"543"|""|"0"|""|"17/08/2006 09:32:44"|"05/11/2008 16:10:20"|"0"|"2B-B6"|"588"
"544"|""|"0"|""|"17/08/2006 09:42:54"|"11/09/2013 14:43:04"|"0"|"1c-B12"|"595"
"545"|""|"0"|""|"17/08/2006 12:27:09"|"11/09/2013 14:43:06"|"0"|"1C-B13"|"591"
"546"|"Fl001"|"0"|""|"18/08/2006 09:01:55"|"18/08/2006 10:28:59"|"0"|"1bPF"|"605"
"547"|""|"0"|""|"18/08/2006 09:08:46"|"05/11/2008 16:08:24"|"0"|"2b-b7"|"607"
"548"|""|"0"|""|"18/08/2006 09:12:59"|"13/03/2009 10:22:06"|"0"|"2b-f5"|"611"
"549"|"2B-F4"|"0"|""|"18/08/2006 09:29:45"|"09/05/2011 17:07:43"|"0"|"2b-f4"|"612"
"550"|""|"0"|""|"18/08/2006 09:38:01"|"13/03/2009 10:20:58"|"0"|"2b-f3"|"613"
"551"|""|"0"|""|"18/08/2006 09:43:06"|"13/03/2009 10:20:42"|"0"|"2b-f2"|"614"
"552"|""|"0"|""|"18/08/2006 09:46:48"|"05/11/2008 16:08:27"|"0"|"2b-e7"|"581"
"553"|""|"0"|""|"18/08/2006 09:48:51"|"05/11/2008 16:08:28"|"0"|"2b-f7"|"603"
"554"|"2B-C8"|"0"|""|"18/08/2006 13:55:47"|"06/12/2012 16:17:04"|"0"|"2b-c8"|"617"
"555"|"2B-B8"|"0"|""|"18/08/2006 13:58:05"|"27/01/2011 15:00:35"|"0"|"2b-b8"|"617"
"558"|""|"0"|""|"21/08/2006 08:39:14"|"05/11/2008 16:10:29"|"0"|"1B-POT"|"615"
"559"|""|"0"|""|"21/08/2006 08:40:55"|"05/11/2008 12:34:03"|"0"|"2B-c4"|"616"
"560"|""|"0"|""|"21/08/2006 08:43:15"|"05/11/2008 12:33:51"|"0"|"2b-c5"|"811"
"563"|""|"0"|""|"21/08/2006 09:56:48"|"24/11/2008 12:13:44"|"0"|"2b-d8"|"619"
"564"|""|"0"|""|"21/08/2006 10:00:17"|"10/08/2011 09:52:07"|"0"|"2b-E8"|"813"
"565"|""|"0"|""|"21/08/2006 10:04:03"|"05/11/2008 16:09:29"|"0"|"2b-c9"|"622"
"566"|""|"0"|""|"21/08/2006 10:07:39"|"05/11/2008 16:09:31"|"0"|"2b-c9"|"814"
"567"|"2B-F9"|"0"|"Voir aussi 1B-C9 et 1B-C10"|"21/08/2006 10:09:34"|"13/12/2012 12:04:31"|"0"|"2B-F9"|"582"
"568"|"pot"|"0"|""|"21/08/2006 16:43:53"|"06/10/2006 12:22:43"|"0"|"1AA1PF"|"629"
"569"|""|"0"|""|"21/08/2006 16:45:31"|"21/08/2006 16:51:09"|"0"|"2b"|"815"
"570"|"2B-G9"|"0"|""|"21/08/2006 16:49:44"|"23/05/2011 18:36:18"|"0"|"2b-g9"|"740"
"571"|"2B-B10"|"0"|""|"21/08/2006 16:51:52"|"23/05/2011 18:35:51"|"0"|"2b-b10"|"741"
"572"|"b1050"|"30809"|""|"22/08/2006 08:53:41"|"06/10/2006 12:22:40"|"0"|"1AA1PF"|"630"
"573"|"2B-E10"|"0"|""|"22/08/2006 08:58:22"|"15/07/2011 11:36:01"|"0"|"2b-E10"|"574"
"574"|""|"0"|""|"22/08/2006 09:02:05"|"05/11/2008 16:09:35"|"0"|"2b-B11"|"636"
"575"|""|"0"|""|"22/08/2006 09:04:22"|"05/11/2008 16:09:38"|"0"|"2b-c11"|"816"
"576"|"b1066"|"30305"|""|"22/08/2006 09:06:06"|"06/10/2006 12:22:38"|"0"|"1AA1PF"|"640"
"578"|""|"0"|""|"22/08/2006 10:50:52"|"05/11/2008 16:09:41"|"0"|"2b-e11"|"646"
"579"|""|"0"|""|"22/08/2006 10:52:26"|"05/11/2008 16:09:42"|"0"|"2b-f11"|"647"
"580"|""|"0"|""|"22/08/2006 10:54:50"|"05/11/2008 16:09:43"|"0"|"2b-c12"|"654"
"581"|""|"0"|""|"22/08/2006 10:58:58"|"21/05/2010 11:54:23"|"0"|"2A-B0"|"670"
"583"|""|"0"|""|"22/08/2006 14:07:51"|"05/11/2008 16:09:14"|"0"|"2b-e13"|"686"
"584"|""|"0"|""|"22/08/2006 14:08:48"|"05/11/2008 16:09:32"|"0"|"2b-b14"|"695"
"585"|""|"0"|""|"22/08/2006 14:20:58"|"05/11/2008 16:09:06"|"0"|"2b-f13"|"687"
"588"|"a1317"|"54062"|""|"25/08/2006 11:06:12"|"22/07/2008 16:22:37"|"1"|"crot-1"|"279"
"589"|"b451"|"30276"|"clos le 06/07/2006"|"25/08/2006 11:48:40"|"22/07/2008 14:30:09"|"1"|"crot-2"|"382"
"591"|""|"0"|""|"25/08/2006 15:32:30"|"25/08/2006 15:32:50"|"0"|"2b-be9"|"836"
"592"|"B162"|"31229"|""|"25/08/2006 15:43:48"|"22/08/2008 10:57:19"|"0"|"Scor-2"|"1017"
"593"|"a766"|"56879"|""|"28/08/2006 09:07:45"|"11/09/2006 17:33:46"|"0"|"1AC1-BOGDA"|"439"
"594"|""|"0"|""|"28/08/2006 09:53:59"|"11/09/2013 15:00:27"|"0"|"1C-B8"|"586"
"595"|""|"0"|""|"28/08/2006 11:03:31"|"05/11/2008 16:09:09"|"0"|"2b-d15"|"705"
"596"|""|"0"|""|"28/08/2006 11:05:09"|"05/11/2008 16:09:10"|"0"|"2b-d15"|"706"
"597"|""|"0"|""|"28/08/2006 11:12:11"|"28/08/2006 11:13:51"|"0"|"2b"|"707"
"598"|""|"0"|""|"28/08/2006 11:24:30"|"05/11/2008 16:09:25"|"0"|"2b-b16"|"709"
"599"|""|"0"|""|"28/08/2006 11:26:24"|"05/11/2008 16:09:15"|"0"|"2b-c16"|"710"
"600"|""|"0"|""|"29/08/2006 08:35:09"|"05/11/2008 16:09:02"|"0"|"2b-g15"|"708"
"606"|"a871"|"57347"|""|"29/08/2006 11:50:07"|"09/03/2010 14:21:28"|"1"|"2b-ch4"|"830"
"612"|"C"|"9128"|"flacon étiqueté"|"30/08/2006 09:41:23"|"25/06/2012 14:42:10"|"0"|"SPD-1"|"543"
"613"|"A1097"|"53855"|""|"30/08/2006 10:00:27"|"30/08/2006 10:00:39"|"0"|"veg-5"|"561"
"614"|"A1121"|"54528"|""|"30/08/2006 10:00:29"|"30/08/2006 10:00:50"|"0"|"veg-5"|"561"
"615"|""|"0"|""|"30/08/2006 11:21:22"|"05/11/2008 16:09:16"|"0"|"2B-D18"|"841"
"616"|""|"0"|""|"30/08/2006 11:25:38"|"05/11/2008 16:09:17"|"0"|"2b-E16"|"718"
"617"|""|"0"|""|"30/08/2006 14:09:27"|"05/11/2008 16:09:19"|"0"|"2b-E16"|"839"
"618"|""|"0"|""|"30/08/2006 14:12:06"|"05/11/2008 16:09:24"|"0"|"2b-e16"|"840"
"619"|""|"0"|""|"30/08/2006 14:14:52"|"06/10/2006 12:22:22"|"0"|"1AA1PF"|"728"
"620"|"a1154"|"55783"|""|"30/08/2006 14:17:55"|"06/10/2006 12:22:24"|"0"|"1AA1PF"|"730"
"621"|"2B-A10"|"0"|""|"30/08/2006 14:22:40"|"11/05/2011 09:57:12"|"0"|"2B-A10"|"735"
"622"|"2B-A9"|"0"|""|"30/08/2006 14:25:12"|"06/12/2012 16:19:55"|"0"|"2b-a9"|"736"
"623"|""|"0"|""|"30/08/2006 14:27:54"|"27/09/2010 09:39:24"|"0"|"2b-a8"|"842"
"624"|""|"0"|""|"30/08/2006 14:30:20"|"05/11/2008 16:10:18"|"0"|"1b-b10"|"738"
"625"|""|"0"|""|"30/08/2006 14:33:13"|"05/11/2008 16:10:16"|"0"|"2b-e18"|"843"
"626"|""|"0"|""|"30/08/2006 14:37:10"|"05/11/2008 16:08:40"|"0"|"2b-f18"|"844"
"627"|""|"0"|""|"30/08/2006 15:16:02"|"05/11/2008 16:08:43"|"0"|"2b-b17"|"776"
"629"|""|"0"|""|"31/08/2006 08:57:10"|"31/08/2006 08:57:22"|"0"|"2b-d16"|"847"
"630"|"b1067"|"31031"|""|"31/08/2006 16:24:28"|"06/10/2006 12:22:36"|"0"|"1AA1PF"|"770"
"631"|"Fluka"|"0"|""|"31/08/2006 16:24:30"|"06/10/2006 12:22:30"|"0"|"1AA1PF"|"770"
"632"|""|"0"|""|"31/08/2006 16:32:06"|"31/08/2006 16:32:21"|"0"|"2b-h19"|"774"
"633"|""|"0"|""|"31/08/2006 16:41:20"|"31/08/2006 16:41:28"|"0"|"2b-h19"|"564"
"634"|""|"0"|""|"31/08/2006 16:44:47"|"10/06/2010 10:22:04"|"0"|"2b-B18"|"792"
"635"|""|"0"|""|"31/08/2006 16:47:59"|"11/10/2006 08:45:45"|"0"|"1AB-PF2"|"788"
"636"|""|"0"|""|"31/08/2006 16:58:17"|"11/10/2006 08:45:44"|"0"|"1aa-PF2"|"789"
"638"|"B1072"|"30718"|""|"31/08/2006 17:01:28"|"21/01/2011 11:01:31"|"1"|"1AA1PF"|"794"
"639"|"c1310"|"9128"|""|"02/10/2006 17:33:34"|"31/08/2011 10:03:32"|"0"|"SPD-1"|"543"
"640"|"BID-J+"|"0"|"Jerricans dans caisses plastiques"|"04/10/2006 10:47:24"|"13/03/2009 09:40:27"|"0"|"2-CAISSES"|"851"
"641"|""|"0"|"Jerricans dans caisses plastiques"|"04/10/2006 11:16:29"|"20/03/2012 18:46:58"|"0"|"2-CAISSES"|"852"
"642"|""|"0"|""|"11/10/2006 09:04:32"|"11/10/2006 09:04:48"|"0"|"1B-B11"|"849"
"643"|""|"0"|""|"11/10/2006 10:40:28"|"04/11/2008 14:28:21"|"0"|"2b-a6"|"590"
"644"|""|"0"|""|"11/10/2006 10:43:36"|"16/10/2009 12:24:53"|"0"|"2B-A7"|"854"
"645"|"B428"|"29575"|""|"11/10/2006 10:49:29"|"11/10/2006 10:49:48"|"0"|"MEB-1"|"855"
"646"|"B525"|"30083"|""|"11/10/2006 10:49:32"|"11/10/2006 10:50:14"|"0"|"MEB-1"|"855"
"647"|""|"0"|""|"11/10/2006 10:53:42"|"11/10/2006 10:53:48"|"0"|"2b-g16"|"721"
"648"|""|"0"|""|"11/10/2006 10:55:17"|"11/10/2006 10:55:38"|"0"|"2b-g18"|"751"
"649"|""|"0"|""|"11/10/2006 13:45:40"|"11/10/2006 13:47:34"|"0"|"2b-d9"|"623"
"650"|"A1362"|"57692"|""|"11/10/2006 14:16:06"|"31/03/2010 09:59:11"|"0"|"CROT-1"|"265"
"651"|"B368"|"30064"|""|"11/10/2006 15:14:07"|"11/10/2006 15:14:20"|"0"|"MEB-1"|"862"
"652"|"B364"|"30376"|""|"11/10/2006 15:18:03"|"11/10/2006 15:18:16"|"0"|"MEB-1"|"861"
"653"|"B515"|"30432"|""|"11/10/2006 15:19:28"|"11/10/2006 15:19:44"|"0"|"MEB-1"|"860"
"654"|"B210"|"30518"|""|"11/10/2006 15:20:42"|"11/10/2006 15:20:52"|"0"|"MEB-1"|"859"
"655"|"B416"|"30159"|""|"11/10/2006 15:21:43"|"11/10/2006 15:21:56"|"0"|"MEB-1"|"858"
"656"|"B501"|"30117"|""|"11/10/2006 15:22:51"|"11/10/2006 15:23:00"|"0"|"MEB-1"|"857"
"657"|""|"0"|""|"11/10/2006 15:37:52"|"11/10/2006 15:38:25"|"0"|"2b-f16"|"719"
"658"|""|"0"|""|"11/10/2006 15:40:24"|"11/10/2006 15:40:37"|"0"|"2b-g11"|"649"
"659"|""|"0"|""|"11/10/2006 15:42:34"|"11/10/2006 15:43:01"|"0"|"2b-e15"|"753"
"660"|""|"0"|""|"11/10/2006 15:44:17"|"11/10/2006 15:44:39"|"0"|"2b-d13"|"685"
"661"|""|"0"|""|"11/10/2006 15:49:50"|"11/10/2006 15:50:08"|"0"|"2b-d12"|"660"
"662"|""|"0"|""|"11/10/2006 15:50:50"|"11/10/2006 15:51:06"|"0"|"2b-d12"|"660"
"663"|""|"0"|""|"11/10/2006 16:44:34"|"11/10/2006 16:44:55"|"0"|"2b-c17"|"713"
"664"|""|"0"|""|"11/10/2006 16:47:10"|"11/10/2006 16:47:27"|"0"|"2b-d17"|"714"
"665"|""|"0"|""|"11/10/2006 16:49:44"|"11/10/2006 16:49:59"|"0"|"2b-f17"|"716"
"666"|""|"0"|""|"11/10/2006 16:51:48"|"11/10/2006 16:52:13"|"0"|"2b-g17"|"717"
"667"|""|"0"|""|"11/10/2006 16:58:52"|"13/03/2009 09:02:19"|"0"|"2B-E17"|"715"
"668"|""|"0"|""|"11/10/2006 17:03:13"|"11/10/2006 17:03:33"|"0"|"2b-g13"|"691"
"669"|"B361"|"31186"|""|"12/10/2006 17:19:12"|"19/08/2008 11:08:07"|"0"|"MEB-1"|"864"
"670"|"B711"|"30369"|""|"12/10/2006 17:23:33"|"12/10/2006 17:23:47"|"0"|"MEB-1"|"865"
"671"|"b527"|"30278"|""|"12/10/2006 17:25:34"|"12/10/2006 17:25:45"|"0"|"MEB-1"|"866"
"672"|"B426"|"30322"|""|"12/10/2006 17:27:25"|"12/10/2006 17:27:41"|"0"|"MEB-1"|"867"
"673"|"B363"|"30707"|""|"12/10/2006 17:30:05"|"12/10/2006 17:30:14"|"0"|"MEB-1"|"868"
"674"|"A167"|"55278"|""|"12/10/2006 17:31:45"|"12/10/2006 17:31:57"|"0"|"MEB-1"|"869"
"676"|"O2B5"|"9952"|"Stock miroir"|"18/10/2006 09:48:44"|"28/06/2010 09:16:34"|"0"|"2b-A12"|"878"
"677"|"A1363"|"55709"|""|"18/10/2006 09:53:46"|"11/09/2013 11:24:10"|"0"|"VEG-3"|"877"
"678"|"B774"|"29102"|""|"18/10/2006 11:19:09"|"18/10/2006 11:19:23"|"0"|"MEB-1"|"658"
"679"|"B800"|"29206"|""|"18/10/2006 11:22:22"|"18/10/2006 11:22:45"|"0"|"MEB-1"|"659"
"681"|"B170"|"31328"|""|"18/10/2006 11:26:12"|"18/10/2006 11:26:26"|"0"|"MEB-1"|"880"
"682"|""|"0"|""|"18/10/2006 11:27:17"|"18/10/2006 11:27:36"|"0"|"2b-f20"|"793"
"683"|"B500"|"29251"|""|"18/10/2006 11:28:40"|"18/10/2006 11:28:57"|"0"|"MEB-1"|"879"
"684"|"B402"|"30011"|""|"18/10/2006 11:32:48"|"18/10/2006 11:33:03"|"0"|"MEB-1"|"577"
"685"|""|"0"|""|"18/10/2006 14:11:44"|"18/10/2006 14:13:09"|"0"|"2b-C6"|"608"
"686"|""|"0"|""|"18/10/2006 15:19:36"|"18/10/2006 15:19:55"|"0"|"2B-D6"|"609"
"687"|"B256"|"31241"|""|"18/10/2006 15:23:20"|"18/10/2006 15:23:38"|"0"|"MEB-1"|"882"
"688"|"B227"|"31051"|""|"18/10/2006 15:25:20"|"18/10/2006 15:25:34"|"0"|"MEB-1"|"881"
"689"|""|"0"|""|"18/10/2006 15:28:56"|"18/10/2006 15:29:03"|"0"|"2b-e6"|"610"
"690"|"b327"|"30226"|""|"18/10/2006 15:30:58"|"18/10/2006 15:31:09"|"0"|"MEB-1"|"883"
"691"|""|"0"|""|"18/10/2006 16:48:21"|"18/10/2006 16:49:11"|"0"|"2b-f14"|"702"
"692"|"B103"|"30400"|""|"18/10/2006 16:51:07"|"18/10/2006 16:51:32"|"0"|"MEB-1"|"884"
"694"|""|"0"|""|"18/10/2006 16:52:50"|"18/10/2006 16:53:00"|"0"|"2b-d14"|"701"
"695"|"B438"|"30000"|""|"18/10/2006 16:54:24"|"18/10/2006 16:54:37"|"0"|"MEB-1"|"885"
"696"|""|"0"|""|"18/10/2006 16:55:31"|"18/10/2006 16:55:42"|"0"|"2b-e14"|"704"
"697"|"B772"|"29997"|""|"18/10/2006 16:56:36"|"18/10/2006 16:56:56"|"0"|"MEB-1"|"886"
"698"|""|"0"|""|"18/10/2006 17:15:17"|"18/10/2006 17:15:30"|"0"|"2b-G14"|"703"
"699"|"B107"|"31297"|""|"18/10/2006 17:16:49"|"18/10/2006 17:17:07"|"0"|"MEB-1"|"887"
"700"|""|"0"|""|"18/10/2006 17:18:47"|"18/10/2006 17:19:04"|"0"|"2b-b15"|"699"
"701"|"B230"|"31208"|""|"18/10/2006 17:19:55"|"18/10/2006 17:20:06"|"0"|"MEB-1"|"888"
"702"|""|"0"|""|"18/10/2006 17:21:04"|"18/10/2006 17:21:24"|"0"|"2b-c15"|"700"
"703"|"B439"|"29386"|""|"18/10/2006 17:22:30"|"18/10/2006 17:22:43"|"0"|"MEB-1"|"889"
"704"|""|"0"|""|"19/10/2006 11:12:48"|"13/03/2013 14:45:31"|"0"|"2A-A3"|"890"
"705"|""|"0"|""|"19/10/2006 11:23:53"|"11/08/2008 09:38:36"|"0"|"2A-A3"|"890"
"706"|""|"0"|""|"19/10/2006 11:28:49"|"19/10/2006 11:29:35"|"0"|"placard labo"|"850"
"709"|""|"0"|""|"19/10/2006 14:24:44"|"19/10/2006 14:25:06"|"0"|"placard labo"|"893"
"710"|""|"0"|""|"19/10/2006 14:26:31"|"19/10/2006 14:26:38"|"0"|"RESERVE"|"894"
"711"|"B186"|"30210"|""|"23/10/2006 09:48:38"|"23/10/2006 09:48:51"|"0"|"MEB-2"|"725"
"712"|""|"0"|""|"23/10/2006 16:57:21"|"23/10/2006 16:57:29"|"0"|"2b-d19"|"749"
"713"|"B356"|"31270"|""|"23/10/2006 16:58:42"|"23/10/2006 16:58:55"|"0"|"MEB-1"|"899"
"714"|"B385"|"30151"|""|"23/10/2006 16:59:56"|"23/10/2006 17:00:10"|"0"|"MEB-1"|"899"
"715"|"B117"|"30252"|""|"23/10/2006 17:07:57"|"23/10/2006 17:09:02"|"0"|"MEB-2"|"745"
"716"|""|"0"|""|"23/10/2006 17:25:14"|"23/10/2006 17:25:31"|"0"|"2b-c20"|"784"
"717"|"B546"|"29291"|""|"23/10/2006 17:26:34"|"23/10/2006 17:26:47"|"0"|"MEB-2"|"900"
"718"|"C1112"|"8608"|""|"24/10/2006 09:46:25"|"29/12/2011 12:03:14"|"0"|"CROT-1"|"416"
"719"|"O2B6"|"10135"|"Stock miroir"|"05/12/2006 14:56:20"|"28/06/2010 09:16:37"|"0"|"2B-A12"|"750"
"720"|"A1497"|"58277"|""|"12/12/2006 13:47:31"|"31/07/2008 12:35:17"|"0"|"crot-2"|"416"
"722"|"A863"|"56278"|""|"28/12/2006 12:24:10"|"05/08/2008 09:53:41"|"0"|"ELAP-1"|"902"
"723"|"B583"|"30250"|""|"22/01/2007 09:06:13"|"08/12/2008 16:49:12"|"1"|"CROT-1"|"276"
"724"|"Y160"|"36084"|""|"22/01/2007 10:57:35"|"08/09/2008 15:00:35"|"0"|"TBS-3"|"271"
"725"|"Y161"|"36473"|""|"22/01/2007 11:54:00"|"08/09/2008 15:01:01"|"0"|"TBS-3"|"401"
"726"|"A1036"|"57846"|""|"25/01/2007 12:13:12"|"31/03/2010 09:58:15"|"0"|"CROT-1"|"903"
"727"|"Y162"|"36411"|""|"25/01/2007 19:26:15"|"08/09/2008 15:02:06"|"0"|"TBS-3"|"319"
"728"|"A1364"|"57748"|""|"02/02/2007 11:09:47"|"25/11/2008 11:34:11"|"0"|"crot-3"|"361"
"732"|"v"|"36257"|""|"07/02/2007 17:11:44"|"31/05/2011 15:55:53"|"1"|"TBS-3"|"835"
"733"|"Y112"|"36309"|""|"07/02/2007 17:13:20"|"29/06/2012 10:47:42"|"0"|"SP-T1"|"833"
"735"|"Y122"|"36132"|""|"07/02/2007 17:18:46"|"29/06/2012 10:47:43"|"0"|"SP-T1"|"831"
"737"|"Y165"|"36496"|""|"07/02/2007 17:23:26"|"29/06/2012 10:47:43"|"0"|"SP-T1"|"1140"
"738"|"Y164"|"36132"|""|"07/02/2007 17:26:05"|"29/06/2012 10:47:52"|"0"|"SP-T4"|"825"
"739"|"b395"|"30157"|""|"12/02/2007 09:46:39"|"12/02/2007 09:46:53"|"0"|"MEB-1"|"606"
"740"|"b1036"|"30778"|""|"12/02/2007 09:48:08"|"12/02/2007 09:48:20"|"0"|"meb-2"|"760"
"741"|"b1037"|"30737"|""|"12/02/2007 09:49:18"|"12/02/2007 09:49:28"|"0"|"meb-2"|"762"
"742"|"b1040"|"30125"|""|"12/02/2007 09:50:48"|"12/02/2007 09:51:00"|"0"|"meb-2"|"761"
"743"|"b1034"|"2017"|""|"12/02/2007 09:52:24"|"12/02/2007 09:52:40"|"0"|"meb-2"|"765"
"744"|"b1038"|"30611"|""|"12/02/2007 09:54:15"|"12/02/2007 09:54:26"|"0"|"meb-2"|"767"
"745"|"b1035"|"30119"|""|"12/02/2007 09:55:08"|"12/02/2007 09:55:16"|"0"|"meb-2"|"747"
"746"|"b1039"|"30752"|""|"12/02/2007 09:56:06"|"12/02/2007 09:56:18"|"0"|"meb-2"|"766"
"747"|"b387"|"30295"|""|"12/02/2007 09:57:03"|"12/02/2007 09:57:13"|"0"|"meb-2"|"698"
"748"|""|"0"|""|"12/02/2007 11:05:24"|"12/02/2007 11:05:41"|"0"|"2b-g10"|"643"
"749"|"B335"|"31273"|""|"12/02/2007 11:08:07"|"12/02/2007 11:09:10"|"0"|"MEB-2"|"907"
"750"|""|"0"|""|"12/02/2007 14:27:08"|"12/02/2007 14:27:18"|"0"|"2b-b20"|"783"
"751"|"b1041"|"30114"|""|"12/02/2007 14:28:39"|"12/02/2007 14:28:51"|"0"|"meb-2"|"908"
"752"|"2B-E19"|"0"|""|"12/02/2007 14:29:43"|"15/07/2011 11:35:52"|"0"|"2b-e19"|"764"
"753"|"b1033"|"30695"|""|"12/02/2007 14:31:50"|"12/02/2007 14:32:04"|"0"|"meb-2"|"909"
"754"|"b269"|"31227"|""|"12/02/2007 14:33:43"|"12/02/2007 14:33:55"|"0"|"meb-2"|"786"
"755"|"b253"|"30471"|""|"12/02/2007 14:34:45"|"12/02/2007 14:34:56"|"0"|"meb-2"|"668"
"756"|"b142"|"30490"|""|"12/02/2007 14:35:49"|"12/02/2007 14:35:59"|"0"|"meb-2"|"667"
"757"|"b132"|"30530"|""|"12/02/2007 14:36:51"|"12/02/2007 14:37:01"|"0"|"meb-2"|"677"
"758"|""|"0"|""|"12/02/2007 14:38:07"|"12/02/2007 14:38:24"|"0"|"2b-c14"|"697"
"759"|"b420"|"30421"|""|"12/02/2007 14:39:32"|"12/02/2007 14:39:45"|"0"|"meb-2"|"910"
"760"|""|"0"|""|"12/02/2007 14:40:25"|"12/02/2007 14:40:51"|"0"|"2b-f10"|"642"
"761"|"B645"|"30423"|""|"12/02/2007 14:41:49"|"12/02/2007 14:42:03"|"0"|"MEB-2"|"911"
"762"|"B1049"|"30771"|""|"12/02/2007 14:43:05"|"12/02/2007 14:43:14"|"0"|"meb-2"|"743"
"763"|""|"0"|""|"12/02/2007 14:44:04"|"12/02/2007 14:44:25"|"0"|"2b-e20"|"787"
